customer_id,date,amount,amount2
4,2023-07-25,2311,3459
4,2023-07-26,2301,4061
4,2023-07-27,2272,2491
4,2023-07-28,2309,2780
4,2023-07-29,2262,3905
4,2023-07-30,2135,3645
4,2023-07-31,2213,3737
5,2023-06-01,2692,3127
5,2023-06-02,2718,4835
5,2023-06-03,2809,5538
5,2023-06-04,2679,3703
5,2023-06-05,2731,5016
5,2023-06-06,2877,4668
5,2023-06-07,2695,2952
5,2023-06-08,2635,3801
5,2023-06-09,2653,4167
5,2023-06-10,2779,4308
5,2023-06-11,2707,5165
5,2023-06-12,2640,4950
5,2023-06-13,2848,5237
5,2023-06-14,2808,5490
5,2023-06-15,2798,3055
5,2023-06-16,2691,4768
5,2023-06-17,2715,2902
5,2023-06-18,2822,4338
5,2023-06-19,2863,5516
5,2023-06-20,2733,4176
5,2023-06-21,2700,3768
5,2023-06-22,2685,5179
5,2023-06-23,2765,4272
5,2023-06-24,2771,3719
5,2023-06-25,2800,4845
5,2023-06-26,2843,5148
5,2023-06-27,2880,4415
5,2023-06-28,2735,4076
5,2023-06-29,2781,4179
5,2023-06-30,2872,4583
5,2023-07-01,2714,4543
5,2023-07-02,2671,2810
5,2023-07-03,2673,4504
5,2023-07-04,2806,5502
5,2023-07-05,2871,3548
5,2023-07-06,2870,3939
5,2023-07-07,2744,4778
5,2023-07-08,2652,4063
5,2023-07-09,2750,2991
5,2023-07-10,2783,5089
5,2023-07-11,2707,3260
5,2023-07-12,2657,3751
5,2023-07-13,2818,4624
5,2023-07-14,2718,4961
5,2023-07-15,2666,3147
5,2023-07-16,2854,5611
5,2023-07-17,2842,4976
5,2023-07-18,2853,5646
5,2023-07-19,2752,5278
5,2023-07-20,2853,4738
5,2023-07-21,2834,2889
5,2023-07-22,2782,4433
5,2023-07-23,2828,4992
5,2023-07-24,2884,3577
5,2023-07-25,2747,3198
5,2023-07-26,2674,5251
5,2023-07-27,2855,2862
5,2023-07-28,2807,5110
5,2023-07-29,2833,4164
5,2023-07-30,2653,3756
5,2023-07-31,2793,4255
6,2023-06-01,3176,5766
6,2023-06-02,3342,6539
6,2023-06-03,3364,6488
6,2023-06-04,3279,4562
6,2023-06-05,3185,3935
6,2023-06-06,3308,3590
6,2023-06-07,3415,4416
6,2023-06-08,3394,5636
6,2023-06-09,3425,4673
6,2023-06-10,3321,4631
6,2023-06-11,3394,5604
6,2023-06-12,3432,4766
6,2023-06-13,3172,4178
6,2023-06-14,3424,4489
6,2023-06-15,3365,4010
6,2023-06-16,3308,5708
6,2023-06-17,3332,3400
6,2023-06-18,3392,4846
6,2023-06-19,3437,6568
6,2023-06-20,3229,6373
6,2023-06-21,3402,5945
6,2023-06-22,3304,6082
6,2023-06-23,3248,5234
6,2023-06-24,3401,3698
6,2023-06-25,3197,3504
6,2023-06-26,3244,6051
6,2023-06-27,3437,5933
6,2023-06-28,3226,3348
6,2023-06-29,3335,4179
6,2023-06-30,3258,4387
6,2023-07-01,3398,3851
6,2023-07-02,3408,4026
6,2023-07-03,3250,4414
6,2023-07-04,3323,5794
6,2023-07-05,3241,4796
6,2023-07-06,3243,5640
6,2023-07-07,3427,4884
6,2023-07-08,3195,4409
6,2023-07-09,3202,6232
6,2023-07-10,3231,6414
6,2023-07-11,3332,4629
6,2023-07-12,3286,5698
6,2023-07-13,3412,3803
6,2023-07-14,3332,4050
6,2023-07-15,3230,5440
6,2023-07-16,3272,4816
6,2023-07-17,3436,3895
6,2023-07-18,3458,4744
6,2023-07-19,3175,3947
6,2023-07-20,3431,6477
6,2023-07-21,3202,5826
6,2023-07-22,3196,4136
6,2023-07-23,3318,6178
6,2023-07-24,3344,3982
6,2023-07-25,3444,3695
6,2023-07-26,3353,4109
6,2023-07-27,3430,5015
6,2023-07-28,3386,3398
6,2023-07-29,3259,4499
6,2023-07-30,3392,4589
6,2023-07-31,3365,6710
7,2023-06-01,3882,7236
7,2023-06-02,3732,3772
7,2023-06-03,3694,3978
7,2023-06-04,4018,5235
7,2023-06-05,3981,5756
7,2023-06-06,3709,4430
7,2023-06-07,4007,6871
7,2023-06-08,3881,7741
7,2023-06-09,3881,6295
7,2023-06-10,3796,4753
7,2023-06-11,3933,7074
7,2023-06-12,3708,6991
7,2023-06-13,3928,6674
7,2023-06-14,3914,7672
7,2023-06-15,3987,7881
7,2023-06-16,3939,4100
7,2023-06-17,3933,6908
7,2023-06-18,3992,4095
7,2023-06-19,3991,5663
7,2023-06-20,3867,7093
7,2023-06-21,3774,3864
7,2023-06-22,3975,7934
7,2023-06-23,3857,4691
7,2023-06-24,3748,5166
7,2023-06-25,3756,6272
7,2023-06-26,3939,4110
7,2023-06-27,3817,5347
7,2023-06-28,3892,6606
7,2023-06-29,3910,3942
7,2023-06-30,3847,7447
7,2023-07-01,4008,7868
7,2023-07-02,3745,7180
7,2023-07-03,3934,5383
7,2023-07-04,3878,5279
7,2023-07-05,3972,4080
7,2023-07-06,4023,7559
7,2023-07-07,3802,5826
7,2023-07-08,3754,5063
7,2023-07-09,3798,7003
7,2023-07-10,3908,4446
7,2023-07-11,3879,5868
7,2023-07-12,3927,6997
7,2023-07-13,3798,6842
7,2023-07-14,3714,5023
7,2023-07-15,4011,4342
7,2023-07-16,3968,4800
7,2023-07-17,3881,3994
7,2023-07-18,3985,7094
7,2023-07-19,3993,4912
7,2023-07-20,3790,6544
7,2023-07-21,3856,3933
7,2023-07-22,3843,6939
7,2023-07-23,4039,5513
7,2023-07-24,3849,4983
7,2023-07-25,3972,6292
7,2023-07-26,3783,4769
7,2023-07-27,4006,4944
7,2023-07-28,3742,5680
7,2023-07-29,4004,5880
7,2023-07-30,3988,6320
7,2023-07-31,3998,4421
8,2023-06-01,4512,4913
8,2023-06-02,4583,7432
8,2023-06-03,4251,7060
8,2023-06-04,4560,5460
8,2023-06-05,4375,7746
8,2023-06-06,4221,7936
8,2023-06-07,4367,6951
8,2023-06-08,4370,6094
8,2023-06-09,4293,5621
8,2023-06-10,4289,5803
8,2023-06-11,4321,6200
8,2023-06-12,4440,5919
8,2023-06-13,4440,7265
8,2023-06-14,4370,5382
8,2023-06-15,4592,7019
8,2023-06-16,4434,5402
8,2023-06-17,4518,8589
8,2023-06-18,4543,5923
8,2023-06-19,4485,5674
8,2023-06-20,4488,7353
8,2023-06-21,4564,6533
8,2023-06-22,4525,8295
8,2023-06-23,4242,6254
8,2023-06-24,4464,5458
8,2023-06-25,4481,5323
8,2023-06-26,4346,7004
8,2023-06-27,4372,8087
8,2023-06-28,4409,7458
8,2023-06-29,4301,4473
8,2023-06-30,4299,7234
8,2023-07-01,4388,7666
8,2023-07-02,4438,6028
8,2023-07-03,4259,8473
8,2023-07-04,4425,6441
8,2023-07-05,4233,6010
8,2023-07-06,4334,7731
8,2023-07-07,4572,7869
8,2023-07-08,4245,5205
8,2023-07-09,4381,4922
8,2023-07-10,4252,6056
8,2023-07-11,4321,7484
8,2023-07-12,4359,6212
8,2023-07-13,4366,5692
8,2023-07-14,4306,5007
8,2023-07-15,4284,5457
8,2023-07-16,4590,6051
8,2023-07-17,4486,8540
8,2023-07-18,4314,7033
8,2023-07-19,4543,6756
8,2023-07-20,4327,7420
8,2023-07-21,4505,5936
8,2023-07-22,4406,8449
8,2023-07-23,4234,5293
8,2023-07-24,4497,8824
8,2023-07-25,4344,6776
8,2023-07-26,4322,6448
8,2023-07-27,4429,7164
8,2023-07-28,4246,7486
8,2023-07-29,4414,7790
8,2023-07-30,4359,4640
8,2023-07-31,4515,7030
9,2023-06-01,5016,8350
9,2023-06-02,5158,9140
9,2023-06-03,5080,8195
9,2023-06-04,4882,9163
9,2023-06-05,4970,7679
9,2023-06-06,4775,4947
9,2023-06-07,4811,7091
9,2023-06-08,5096,8800
9,2023-06-09,4928,7411
9,2023-06-10,4954,9083
9,2023-06-11,4981,8104
9,2023-06-12,5117,7969
9,2023-06-13,5113,7196
9,2023-06-14,5036,8245
9,2023-06-15,4835,6018
9,2023-06-16,4975,6774
9,2023-06-17,5022,8592
9,2023-06-18,5155,9973
9,2023-06-19,4923,6563
9,2023-06-20,4871,6879
9,2023-06-21,4963,6325
9,2023-06-22,4906,6383
9,2023-06-23,5171,9520
9,2023-06-24,4883,7466
9,2023-06-25,5104,8738
9,2023-06-26,4956,7392
9,2023-06-27,4906,7289
9,2023-06-28,4874,8885
9,2023-06-29,4835,8179
9,2023-06-30,4793,6890
9,2023-07-01,4818,8694
9,2023-07-02,4928,7613
9,2023-07-03,5006,9045
9,2023-07-04,5072,7832
9,2023-07-05,5086,8345
9,2023-07-06,5169,5836
9,2023-07-07,5009,7176
9,2023-07-08,4814,9203
9,2023-07-09,5138,7680
9,2023-07-10,4830,7445
9,2023-07-11,4802,7942
9,2023-07-12,4759,6813
9,2023-07-13,5084,7118
9,2023-07-14,4897,8954
9,2023-07-15,5027,7363
9,2023-07-16,5128,9842
9,2023-07-17,5088,8969
9,2023-07-18,4962,6674
9,2023-07-19,5126,7257
9,2023-07-20,5163,8457
9,2023-07-21,4812,9440
9,2023-07-22,4905,5529
9,2023-07-23,5131,6081
9,2023-07-24,5075,6896
9,2023-07-25,5144,6819
9,2023-07-26,4814,5420
9,2023-07-27,4971,8430
9,2023-07-28,4885,8910
9,2023-07-29,4962,8678
9,2023-07-30,4853,7107
9,2023-07-31,4790,6624
10,2023-06-01,5518,5898
10,2023-06-02,5354,6590
10,2023-06-03,5582,6337
10,2023-06-04,5562,7458
10,2023-06-05,5664,11106
10,2023-06-06,5526,10331
10,2023-06-07,5718,9931
10,2023-06-08,5420,5890
10,2023-06-09,5575,8268
10,2023-06-10,5720,7206
10,2023-06-11,5428,5909
10,2023-06-12,5525,8292
10,2023-06-13,5397,7039
10,2023-06-14,5433,7735
10,2023-06-15,5717,9709
10,2023-06-16,5768,9933
10,2023-06-17,5353,9502
10,2023-06-18,5641,6903
10,2023-06-19,5415,10311
10,2023-06-20,5460,7479
10,2023-06-21,5647,10983
10,2023-06-22,5521,7802
10,2023-06-23,5546,5762
10,2023-06-24,5354,7264
10,2023-06-25,5759,10867
10,2023-06-26,5449,7092
10,2023-06-27,5434,8406
10,2023-06-28,5593,9566
10,2023-06-29,5479,5884
10,2023-06-30,5429,9473
10,2023-07-01,5696,7849
10,2023-07-02,5685,6185
10,2023-07-03,5686,7163
10,2023-07-04,5289,8642
10,2023-07-05,5487,8612
10,2023-07-06,5344,9428
10,2023-07-07,5380,9931
10,2023-07-08,5666,7255
10,2023-07-09,5761,6679
10,2023-07-10,5714,6128
10,2023-07-11,5703,8912
10,2023-07-12,5597,8858
10,2023-07-13,5330,5743
10,2023-07-14,5593,6843
10,2023-07-15,5774,5783
10,2023-07-16,5535,10344
10,2023-07-17,5290,6998
10,2023-07-18,5285,7755
10,2023-07-19,5560,7891
10,2023-07-20,5501,6558
10,2023-07-21,5726,7182
10,2023-07-22,5557,9961
10,2023-07-23,5628,9485
10,2023-07-24,5771,7782
10,2023-07-25,5735,6559
10,2023-07-26,5516,9938
10,2023-07-27,5610,9147
10,2023-07-28,5476,6078
10,2023-07-29,5679,5918
10,2023-07-30,5442,10678
10,2023-07-31,5384,6943
11,2023-06-01,5945,7124
11,2023-06-02,6012,7805
11,2023-06-03,6075,6217
11,2023-06-04,6070,9035
11,2023-06-05,5836,8584
11,2023-06-06,5978,6438
11,2023-06-07,5871,9616
11,2023-06-08,5954,10017
11,2023-06-09,5856,11407
11,2023-06-10,5952,6001
11,2023-06-11,6294,9239
11,2023-06-12,6351,6672
11,2023-06-13,6086,7722
11,2023-06-14,6280,10583
11,2023-06-15,6187,11024
11,2023-06-16,6355,12581
11,2023-06-17,6092,11474
11,2023-06-18,5897,7970
11,2023-06-19,5925,6921
11,2023-06-20,6261,7342
11,2023-06-21,6262,12002
11,2023-06-22,6310,10902
11,2023-06-23,6074,6757
11,2023-06-24,5877,10651
11,2023-06-25,6261,11367
11,2023-06-26,6050,11018
11,2023-06-27,6119,6859
11,2023-06-28,6025,9172
11,2023-06-29,6329,10961
11,2023-06-30,6364,9917
11,2023-07-01,6227,8239
11,2023-07-02,6090,7737
11,2023-07-03,6063,11375
11,2023-07-04,6185,9442
11,2023-07-05,6036,7394
11,2023-07-06,6125,10860
11,2023-07-07,5851,10411
11,2023-07-08,6024,9342
11,2023-07-09,6232,10143
11,2023-07-10,6343,11118
11,2023-07-11,6259,10695
11,2023-07-12,6334,7734
11,2023-07-13,6139,10570
11,2023-07-14,6283,12081
11,2023-07-15,6252,10576
11,2023-07-16,6220,9262
11,2023-07-17,5867,10327
11,2023-07-18,6270,10608
11,2023-07-19,6258,10464
11,2023-07-20,6082,12063
11,2023-07-21,6051,9209
11,2023-07-22,6284,9166
11,2023-07-23,5854,6290
11,2023-07-24,6037,12032
11,2023-07-25,6016,9032
11,2023-07-26,6226,10255
11,2023-07-27,5952,10631
11,2023-07-28,6180,8901
11,2023-07-29,6349,8105
11,2023-07-30,5982,7949
11,2023-07-31,6273,10456
12,2023-06-01,6764,6843
12,2023-06-02,6385,7452
12,2023-06-03,6673,7161
12,2023-06-04,6921,9252
12,2023-06-05,6525,9887
12,2023-06-06,6566,8705
12,2023-06-07,6701,10539
12,2023-06-08,6673,9983
12,2023-06-09,6533,10526
12,2023-06-10,6639,11412
12,2023-06-11,6642,9100
12,2023-06-12,6751,12933
12,2023-06-13,6813,7725
12,2023-06-14,6721,13439
12,2023-06-15,6748,12607
12,2023-06-16,6585,7955
12,2023-06-17,6366,10548
12,2023-06-18,6484,9957
12,2023-06-19,6439,9631
12,2023-06-20,6649,12949
12,2023-06-21,6384,8936
12,2023-06-22,6519,8481
12,2023-06-23,6880,11828
12,2023-06-24,6470,6504
12,2023-06-25,6746,11160
12,2023-06-26,6899,13552
12,2023-06-27,6626,8397
12,2023-06-28,6846,7717
12,2023-06-29,6489,8619
12,2023-06-30,6871,12424
12,2023-07-01,6419,7163
12,2023-07-02,6501,7436
12,2023-07-03,6727,12797
12,2023-07-04,6494,9627
12,2023-07-05,6698,10411
12,2023-07-06,6727,11410
12,2023-07-07,6526,7438
12,2023-07-08,6491,7567
12,2023-07-09,6899,8328
12,2023-07-10,6835,7400
12,2023-07-11,6746,6964
12,2023-07-12,6715,10034
12,2023-07-13,6677,10127
12,2023-07-14,6702,10382
12,2023-07-15,6566,8776
12,2023-07-16,6893,8142
12,2023-07-17,6721,7956
12,2023-07-18,6758,10325
12,2023-07-19,6819,12882
12,2023-07-20,6380,7171
12,2023-07-21,6671,7751
12,2023-07-22,6714,11323
12,2023-07-23,6562,12234
12,2023-07-24,6656,6868
12,2023-07-25,6525,11219
12,2023-07-26,6505,12277
12,2023-07-27,6597,6970
12,2023-07-28,6609,7840
12,2023-07-29,6646,11465
12,2023-07-30,6617,10974
12,2023-07-31,6628,11701
13,2023-06-01,7162,12186
13,2023-06-02,7049,11595
13,2023-06-03,7302,9966
13,2023-06-04,7166,11174
13,2023-06-05,7325,14006
13,2023-06-06,6921,8338
13,2023-06-07,7455,8727
13,2023-06-08,7257,8493
13,2023-06-09,7161,12216
13,2023-06-10,7063,9009
13,2023-06-11,7375,9961
13,2023-06-12,7473,10931
13,2023-06-13,7448,8925
13,2023-06-14,6948,13335
13,2023-06-15,7216,11785
13,2023-06-16,6918,13644
13,2023-06-17,7131,12266
13,2023-06-18,7090,8199
13,2023-06-19,7200,7860
13,2023-06-20,7108,11338
13,2023-06-21,6898,9099
13,2023-06-22,7437,11079
13,2023-06-23,7358,10688
13,2023-06-24,6968,7900
13,2023-06-25,6943,9442
13,2023-06-26,7057,12050
13,2023-06-27,7394,11919
13,2023-06-28,7367,9499
13,2023-06-29,7322,8553
13,2023-06-30,7416,10013
13,2023-07-01,6981,10813
13,2023-07-02,7442,10064
13,2023-07-03,7099,8707
13,2023-07-04,7484,11054
13,2023-07-05,7180,10547
13,2023-07-06,7002,13008
13,2023-07-07,7459,10983
13,2023-07-08,7217,7679
13,2023-07-09,7430,8233
13,2023-07-10,7516,12572
13,2023-07-11,7409,8290
13,2023-07-12,7351,8387
13,2023-07-13,7113,7321
13,2023-07-14,7329,8985
13,2023-07-15,7508,10618
13,2023-07-16,7078,7486
13,2023-07-17,6974,11149
13,2023-07-18,7391,13953
13,2023-07-19,7323,13922
13,2023-07-20,7487,14754
13,2023-07-21,7368,7594
13,2023-07-22,7464,10023
13,2023-07-23,7080,13581
13,2023-07-24,7243,8240
13,2023-07-25,7198,11303
13,2023-07-26,7006,7264
13,2023-07-27,6975,12656
13,2023-07-28,7234,11180
13,2023-07-29,7360,8530
13,2023-07-30,7437,8862
13,2023-07-31,7163,12752
14,2023-06-01,7878,13155
14,2023-06-02,8090,13430
14,2023-06-03,7996,8197
14,2023-06-04,7468,9597
14,2023-06-05,7750,10808
14,2023-06-06,7546,8696
14,2023-06-07,7399,13331
14,2023-06-08,8062,13551
14,2023-06-09,7495,9396
14,2023-06-10,7581,13853
14,2023-06-11,7875,8798
14,2023-06-12,7415,8999
14,2023-06-13,7547,12639
14,2023-06-14,7394,8496
14,2023-06-15,7484,9984
14,2023-06-16,7574,14385
14,2023-06-17,8073,12100
14,2023-06-18,7575,8725
14,2023-06-19,7500,14874
14,2023-06-20,7425,12524
14,2023-06-21,7416,13797
14,2023-06-22,7989,9526
14,2023-06-23,8034,11873
14,2023-06-24,7692,10265
14,2023-06-25,8059,8668
14,2023-06-26,7809,10872
14,2023-06-27,7483,9533
14,2023-06-28,7595,11057
14,2023-06-29,7789,10672
14,2023-06-30,7712,8435
14,2023-07-01,7598,12385
14,2023-07-02,7833,13931
14,2023-07-03,7913,9459
14,2023-07-04,7872,11008
14,2023-07-05,7928,14827
14,2023-07-06,7531,14646
14,2023-07-07,7827,7914
14,2023-07-08,7912,8661
14,2023-07-09,7581,14371
14,2023-07-10,7468,10747
14,2023-07-11,7695,8827
14,2023-07-12,7502,10305
14,2023-07-13,7420,12182
14,2023-07-14,7559,8299
14,2023-07-15,7766,13902
14,2023-07-16,7699,7924
14,2023-07-17,7580,9969
14,2023-07-18,7756,9245
14,2023-07-19,7570,8451
14,2023-07-20,7931,9444
14,2023-07-21,7931,14951
14,2023-07-22,8052,12821
14,2023-07-23,7770,14703
14,2023-07-24,7658,11303
14,2023-07-25,7817,8803
14,2023-07-26,7801,15059
14,2023-07-27,7901,15551
14,2023-07-28,7918,14024
14,2023-07-29,7515,9512
14,2023-07-30,7869,13207
14,2023-07-31,8066,9570
15,2023-06-01,8204,8864
15,2023-06-02,7972,8306
15,2023-06-03,7936,14289
15,2023-06-04,8338,11985
15,2023-06-05,8312,16142
15,2023-06-06,8629,15098
15,2023-06-07,8488,12325
15,2023-06-08,8344,16187
15,2023-06-09,8433,12930
15,2023-06-10,8268,11194
15,2023-06-11,8286,9505
15,2023-06-12,8570,16754
15,2023-06-13,8156,9201
15,2023-06-14,8291,11937
15,2023-06-15,8613,16581
15,2023-06-16,8477,12329
15,2023-06-17,8331,15709
15,2023-06-18,8459,14556
15,2023-06-19,8525,9291
15,2023-06-20,8234,10295
15,2023-06-21,8511,12911
15,2023-06-22,8071,12578
15,2023-06-23,8215,12012
15,2023-06-24,8398,8984
15,2023-06-25,8006,9784
15,2023-06-26,7940,15659
15,2023-06-27,8325,9549
15,2023-06-28,8260,11597
15,2023-06-29,8639,13055
15,2023-06-30,8319,13181
15,2023-07-01,8468,16651
15,2023-07-02,7935,9960
15,2023-07-03,8563,15991
15,2023-07-04,8343,10814
15,2023-07-05,8015,8876
15,2023-07-06,8087,11911
15,2023-07-07,8192,9486
15,2023-07-08,8418,13057
15,2023-07-09,8198,9487
15,2023-07-10,7987,12155
15,2023-07-11,8162,14512
15,2023-07-12,8168,11906
15,2023-07-13,8366,14168
15,2023-07-14,8320,15029
15,2023-07-15,8528,12488
15,2023-07-16,8125,10308
15,2023-07-17,8421,9281
15,2023-07-18,8394,13529
15,2023-07-19,8252,14280
15,2023-07-20,8444,8807
15,2023-07-21,8507,15400
15,2023-07-22,8544,16612
15,2023-07-23,8503,11863
15,2023-07-24,8361,15528
15,2023-07-25,7961,14824
15,2023-07-26,8102,15885
15,2023-07-27,8335,8978
15,2023-07-28,8228,14549
15,2023-07-29,8185,12718
15,2023-07-30,8622,11845
15,2023-07-31,8228,8471
16,2023-06-01,8914,12033
16,2023-06-02,9187,9771
16,2023-06-03,9247,9591
16,2023-06-04,8573,11191
16,2023-06-05,8548,10549
16,2023-06-06,8646,12278
16,2023-06-07,9035,9591
16,2023-06-08,9070,11977
16,2023-06-09,8754,15998
16,2023-06-10,8742,14777
16,2023-06-11,8856,17164
16,2023-06-12,8480,10786
16,2023-06-13,8955,11087
16,2023-06-14,9227,10871
16,2023-06-15,8720,14558
16,2023-06-16,8774,14305
16,2023-06-17,9215,10360
16,2023-06-18,8930,12986
16,2023-06-19,8663,12418
16,2023-06-20,8654,15691
16,2023-06-21,9047,13201
16,2023-06-22,8683,11168
16,2023-06-23,9006,17902
16,2023-06-24,9193,12696
